EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
73	13:28:11	1	0.0020	0.2625450273103352	1.0729235410690308		0.7214
74	13:28:18	2	0.0020	0.26127148938329914	1.073012113571167		0.7214
75	13:28:25	3	0.0020	0.2522983493495591	1.0730836391448975		0.7214
76	13:28:31	4	0.0020	0.26018227335018446	1.0732463598251343		0.7213
77	13:28:38	1	0.0010	0.2519658824688272	1.0732263326644897		0.7213
78	13:28:44	2	0.0010	0.2521746935723703	1.0731480121612549		0.7214
79	13:28:51	3	0.0010	0.25675990375914154	1.0731755495071411		0.7214
80	13:28:58	4	0.0010	0.2552269934853421	1.0732183456420898		0.7214
81	13:29:04	1	0.0005	0.2557908873769301	1.0732113122940063		0.7213
82	13:29:10	2	0.0005	0.2573052778651443	1.073204517364502		0.7214
83	13:29:17	3	0.0005	0.25177531755423244	1.0731894969940186		0.7214
